text,label,gru_pred,cnn_pred,bert_pred
"the clouds have rolled in, but it's still nice outside. ",1,0,0,1
No luck with interview   quite sad now.,0,0,0,0
@meekakitty oh no! did it come back? when it happened to me i had to use the wall plug to resurrect it. ,0,0,0,0
@djdeliver I'm hungry and ur not helping!!! Bout to snack on some apple sauce and ur talking about shrimp pasta!! ,0,0,0,0
"#iPhone 3.0 Notes sync seems quite weird - Mac stores Notes on MobileMe, iPhone can sync Notes w/Mac but not MobileMe??? No live update ",0,0,0,0
@bassdread leave the country... that's my plan !  it's easier than you think. A better world awaits ! ,1,1,0,1
@whit3boy I couldn't walk last night like wth ,0,0,0,0
@HomemakerBarbi Thanks for the FF luv ,1,1,1,1
@JaimeMcKnight You need your rest Jaime! You had a very eventful day. Go to sleep and dream about that moment again. Enjoy it! ,1,1,1,0
Re doing my room daneil craig is the feature for this month followed by Zac Efron then the jonas bros  good month,1,1,1,1
Happy Mother's Day. ,1,1,1,1
@Brittannec Yay. I am so excited for you  did you pick the outfit yet?,1,1,1,1
"@Superrdouche I feel very let down!  I was hoping for a bloodbath, maybe a scar.. but nothing :-/ Just a broken piano &amp; shitty acting ",0,0,0,0
@MikeandToneRP i'm from oklahoma  lol! i need to make another video too...but i dont know what to do =/,0,0,0,0
@xohsnap OMG YOU'RE FINALLY FRIENDS WITH THE EMO FAG!!! ,1,1,1,0
@DonnieWahlberg I'm at your show in Cleveland and there's a giant camera obstructing my view!! I'm devastated! ,0,0,1,0
@omfg1 LOL @ how you have a twitter. ,1,1,1,1
"what i learned from &quot;New in Town&quot;: &quot;this is not gossip, it's news&quot; (about life in small towns) ",1,1,1,0
hates to see good girls cry in the train. ,0,0,1,0
@gmtvbikinidiet Really pleased for Rachel - wish I could have some early results too! ,0,0,0,1
Snitches get Stitches!!! ,1,1,1,0
sushi for din din ,1,0,0,1
"dont know what to do atm, any suggestions ? ",1,0,0,0
"you dont know me but, i follow you on twitter ... ",1,1,1,0
@Bethness Me = jealous. Wish I was at home ,0,0,0,0
"So many clothes, so little room in my carry on ",0,1,1,0
@HP49er so mad..... ,0,0,0,0
strep always seems to find me around finals ........ ,0,0,0,1
@kelind whoo hoo Ill be listening! I have a sticky note on my computer so I can remember! LOL  Have Fun!,1,1,1,0
msn isnt working ,0,0,1,0
@mileycyrus http://twitpic.com/7dx9p - Aww... I wish I could see a concert of you im such a huge fan ,0,0,0,0
afterwork  nice to relax after a busy week,1,1,1,0
says BINWEI IS RETARDED!  http://plurk.com/p/ox5l6,1,1,0,0
i LOVE listening to audio from my ATL shows. they make me happy ,1,1,1,1
@lookski Thanks for the #followfriday! Added your list of recommendations ,1,1,1,1
"Brew monkey job still vacant, by the way. Too busy typing to brew up ",0,0,0,0
"@flokun not like Tomtom;garmin,it's for hiking in the woods or using roads for bikes;you cannot use the usual navigation system for that ",0,0,0,0
@beeyawnkuhh happy berfday!! Sorry i never told you sooner ,0,0,0,0
"@MrsPsychoyan oh, okay. yr demo expired. hope you'll stay with twittix. it's not that expensive. ",1,0,1,0
Aww When Love Is Gone is playing on shuffle ,0,0,1,0
"@GeertVeneklaas He, you the rocksteady crew  Wel een idee idd.",1,1,1,0
@AnthonyONeal so im not as successful as u are...ugh! ,0,1,1,1
@MATTHARDYBRAND Good Night!! ,1,1,1,1
It would make me happy if I could shank this bitch  ,1,1,1,1
"@JanaeBrownell Aww   You guys will make up again soon enough, don't worry!",0,0,0,0
"Awww, darnit, my favorite American Idol contestant got voted off tonight!     ((sigh))",0,0,0,1
@dcapehart awwww well at least you can still pass it on to someone else ,1,0,0,0
taking a shower .. gma`s viewin 2day ,0,1,1,1
Thinking about someone very special. ,0,1,0,1
omg my mouth hurts so bad ,0,0,0,0
@BlizzPack I knew it.......... they showed you guys for like 5 seconds on the play right before the half ended ,1,0,1,1
"First my phone, now my pc WTF man, I just lost all my data  I hate technology...",0,0,0,0
Early bed time tonight. My head hurts. Night all in the land of twitter. ,1,0,0,0
@mariewilkinson &quot;I really am a true Leo!&quot; i thought you were getting really into this internet thing.  Apparently not ,0,0,0,0
20 min. after twelve...just finished making a protective sleeve for my laptop! Next you ask?...BED ,1,1,1,0
tomorrow im visiting my friends at lunch to cheer them on for finals yay ,1,1,1,1
"is about to faint. Just at the climax, my bandwidth exceeded!!! ",0,1,1,0
My littlesister fall down to stairs  it was terribly ,0,0,0,0
scratched the hubcap of my car ,0,0,0,0
on my way to work been off for four days and i really really dont wont to go!  ,0,0,0,0
ps i have a big ass plaster on my ugly big toe and im using the other equally ugly big toe to scratch the semi-blister i scratched open ,0,1,0,0
"I hope they miss me.. But it's just only hope, actually they don't remembering me hiks ",0,0,0,0
First day of summer vacation at home with the boy. ,1,0,0,1
Discuss all the latest pop music/entertainment @ FOTP - The ULTIMATE Pop Music Forum http://flopofthepops.proboards.com/ sign up now ,1,1,1,1
GRADUATIONNNNNN!  SENI09RS... WUUUUUURD TO YA MOTTTHAA,1,1,1,0
" I'm super jealous of @arsmikal, @megsmi, and our parents for being out on our jet skis right now.  Come ooooon, graduation!",0,0,0,0
@loser1830 that's pretty cool. i've been out of school for like 2 years now  gotta go back! what else have you been up to?,0,0,1,0
Is finally better but now Wes is sick. ,0,0,0,0
loves it when pathetic people decide to physically hurt others because they are being ignored ,1,0,0,0
Finishing my article then work at 8am tomorrow! ,0,0,1,0
 my arm burns,0,0,0,0
"Helping Jess and Brianna move, but it wants to drizzle and rain ",0,0,0,0
Humm that could explain why I am not seeing some tweets of some people I follow- perhaaps they are replying to someone I don't follow. ,0,0,1,0
i'm not tired again. i can't have another night of tossing &amp; turning til half 4  this is silly.,0,0,0,0
@LycoLoco that happened far before we were born ,0,0,0,0
@mikeg5150 I heard about the heating pad not the oil drops thanks for the hel ,1,1,1,0
@schleider Already looking for that damn CD ,0,0,0,0
I am enjoying the Sun currently found in Soho right now ,1,1,1,1
@Peteyy2610 are you looking for a home-based job? would you like to offer your services? please @ or DM me;I'll try to help you find work ,1,0,0,0
"2 frindge eps, 2 glasses of wine... 1 eps to go, no wine left ",0,1,0,0
God will not lead me where his grace cannot sustain me  meditating  be back later ,1,1,0,0
A Sad moment ,0,0,0,0
Multiply  Twitter is...okay I guess.,1,1,1,0
Good Morning fellow tweeters .... LOndon aint that sunny today no more...  ;(,0,1,1,1
"alkaline trio was sweet, saves the day sucked.  but i had a great time anyways.  it was awesome seeing everybody and hangin out ",1,1,1,1
@porschesrule Sorry to hear that.  I hope you get better soon.,0,0,0,1
I'm not felling well ,0,1,1,0
"@Just_Janie I would be interested in the pineapple as I just did a pineapple carpaccio, picked up by national magazine. ",1,0,1,1
Going to play . I havn't a clue who i'm playing but i hopefully i'll play well  A bientot,1,1,1,0
http://twitpic.com/69126 - Me on holls in Crete ,1,1,1,0
"@kevupnorth Makes you proud to be Tyke, doesn't it? ",0,1,1,0
@disseminator There's an issue with the link you're tweeting for the NY Detox project - page doesn't load. ,1,0,1,0
is sat at home thinking her update is gunna be another day because her computer keeps buggeing up ,0,0,1,0
@megg_elizabeth http://twitpic.com/6oxw8 - i got nothin... ,0,1,0,0
"@stephenfry Very sorry for you. As Newcastle supporter, I can sympathise ",1,0,0,0
"@TurkeyHillDairy Woohoo! I love the peanut butter in your stuff, nothing else tastes like it. ",1,1,1,1
"@JoiDlove Y I GOTTA B TALKIN BOUT CLUBBIN Y CANT I B TALKIN BOUT THE MOVIES,DINNER,OR JUST HANGIN OUT ",0,0,0,0
@inks Does it hurt? How much you lost? ,1,0,0,0
I feel like shit. I have so much to do tomorrow ,0,0,0,1
@taytay80sluvr the show in east rutherford...  idk when me mum said SURPRISE! So i have to wait  &lt;3 hbu?,1,1,1,1
@w00fy Hi  Loving the hair!,1,1,1,1
TF Latest: I have gas  http://tinyurl.com/lnkard,0,1,1,0
@AWildDog he just turned 7 last month ,1,0,0,0
wow Hannah Montana the movie was amazing  @mileycyrus D,1,1,1,1
leaving camp  it was an amazing week! &amp; its juust the beginning of an amazing summer. now for some taco bell...,0,1,1,1
@jesswags aww is she okay.. ,0,0,1,0
@parallelworlds You can do it Simon!  Lol.,1,1,1,1
@beezar1 nope not yet...but I know it's coming ,1,1,1,0
"me no blogging until next week, my modem is crash ",0,1,1,0
just kidding:  why is my daughter crazyyy?   http://www.funadvice.com/r/393965,1,1,1,0
@faeriewitch1228 thanks honey ,1,1,1,1
needs to lose weight! ,0,0,0,0
@ijustine #WWDC 09? 32GB iPhone? If so... I shall buy it. In white  Hopefully new software (FCE4.0) &amp; macbook air price lower...,1,1,1,0
Good Morning everyone ,1,1,1,1
@jaymeevicious tear! but you have to comeee!! ,0,0,0,0
"@spongeebob I'm ready too  Wait, what are we ready for?",1,1,1,1
"hey everyone wanted to stop in to say good morning, again I have to be at work really early eatting and then on my way out ",1,1,1,0
the mtv awards are ridiculous... i'm turning them off .. two thumbs down  ,0,0,1,1
http://twitpic.com/6a750 - This dogs wearing sunglasses lol. Were on our way to SD for Dougs 70s party ,1,1,1,1
"@slipper14us Meryl  is a genius, such a great actress.. i wanna be like her! ",1,1,1,1
@kimbarweee LMFAO I NEED TO SEE IT!  haha xo,1,1,1,1
"I think the &quot;mild hey fever&quot; i believe I have is acting up. Can't stop sneezing, and my throat is so itchy ",0,0,0,0
@Tyrese4ReaL damn I wanna watch Baby Boy right now and can't find my dvd   (I love that I can actually tell u that) lol,0,1,0,0
@lauriecicotello http://twitpic.com/4e9vk - you guys are singing?! NOw?! where?! did i miss a tweet? ,0,0,0,0
@jennettemccurdy it isn't?  it looked so good  that's poopy news.,0,1,1,0
"@alynnse We're supposed to get our wonderful nasty, humid weather here in Baltimore tomorrow. Yay, haha. Congrats on selling the car! ",1,1,1,0
@bethfishreads Thanks I'm hopeful but anticipating disappointment ,0,1,1,1
Park under some shade and get pooped on ,0,1,1,0
@bengilman you are now on the sales team ,1,1,1,1
ready for another sopranos seen these loads aswell still love them ,1,0,0,1
@minalpatel Any more types of glassware you'd like to share with us? I've seen two exciting glasses now...  ,1,1,1,0
@Pashlee no. :/ my cuz brought over some drops that she got from her dr. but its not helping. ,0,1,1,0
@harleyfatboy88b ooo sweet but I think we will be in Anaheim  #padrestweetup,0,1,1,0
Goooooood Saturday morning  Things are off to a good start!,1,1,1,1
"I must say that my second choice, truthtakestime was already taken. ",0,0,1,0
Just got $11.55 dallors from recycling cans  ,1,1,1,0
@AlmostDangerous Me either!!! ,1,1,1,1
@delicateone EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE!!!! Giles ,1,1,1,0
TGIF have a great Memorial Day weekend!  http://bit.ly/GCLyh,1,1,1,1
The two deep scratches are gonna need more work ,0,0,0,0
Made it to the airport waiting to board. I know that I'm stressed because I forgot to take out my special lotion@ bluemonarch...Yikes ,0,0,0,0
had a good day....now its sleepy time ,1,1,1,1
"@Sabina18 awwwwwww thanx, looking out for my wellbeing  I will try that ",1,1,1,0
@GERETTA I can't get any of your links to come up!    Might be my computer...,0,0,0,0
@sbro_nz Why not try #eventbox?  I like it much better than both and it includes rss feeds.  But it isn't free  #nambu #tweetdeck,0,1,1,1
@MegLizzy DOOD! I'm going tooooo! ,1,0,0,0
OMG! Why am I up sooo early? I went to bed @ 3:30 and I've been up since 8:45  can't go back to sleep...watching Land of the Lost on Chill,0,0,0,0
"Hey @twisource melbourne, australia !   (Imprint LIVE! live &gt; http://ustre.am/14PY)",1,1,1,1
@rxjk IDK...the movie kind of got to me and made me feel all sad! ,0,0,0,0
"@philo23 good luck for your results geeza, hope your pleasantly suprised ",1,1,1,1
There will also be menudo ,1,1,1,1
ugh just typed up 5 papers....not fun ,0,0,0,0
@alitherunner Oh no! Why? ,0,1,1,0
Been lazy on the tweets lately...  ,0,1,1,0
@realadulttalk So sorry to hear that  lol,0,0,0,0
Swetty sunday ,1,1,1,1
I'm so sleepy.. but I'm afraid to turn the lights off  hate insects!!  Die creepers!,0,0,0,0
"@twilighterz hey, do you know your website has expired.. ",0,1,1,0
Mom just bought Pollo Rico...hell yess ,1,1,1,1
"@liamgallagher hope all continues well, wishing loads of happiness for you lot! ",1,1,1,1
"@NOMtweets has been silent for 5 days. Where are you, my beloved @NOMtweets? Whom will I ridicule if you go away? ",0,1,1,0
I just saw a dead dog on the side of the road. Broke my heart. ,0,0,0,0
@LizzieMacfrenzy oh you poor child ,0,0,0,0
"[PROJECT] Photo Frame: Okay, so this is more a bragging post than a project post.    	I took this.. http://tinyurl.com/lyyqna",1,1,1,0
"Oh yeah, this last hour is gonna be awesome  in a very sarcastic way. I just had one of those i must've pissed god off moments lol.",1,1,1,0
officially DONE with my 1st year of college ,1,1,1,0
Trying to think of a good reason not to study and enjoy the good weather.... Can't really think of one.. ,0,0,1,0
Studying 4 her math exam 2morrow!! ,0,0,0,0
@lynnbryn @midgetmum probably some house work shortly and then I have to do work stuff. still it's only Monday. a whole week beckons ,1,0,0,0
How come when your old and married you can't die with your soulmate together while your are asleep ,0,0,0,0
@sadcollegegrad Haven't found anything at all! I'm resorting to retail to pay the bills ,0,0,0,0
im so in to youuuu. ,1,1,1,0
@jasonmccay going to see it today as well ,1,1,1,1
"@manda_the_panda Keeping it Real!  OMG amazing album, I'm sad it's over though. xDD -repeat- xD This is a good last song!",1,0,0,0
"Izequini@aplusk hi, ashton i love you in thats70show, i still watch it! i love you so much, all movies etc, reply me, please?? ",0,1,1,0
"I was at the pool 3 hours, first time this year!I love swimming, I could spend there my entire life.Not even one good looking guy, ufff ",0,1,1,0
gonna go start revising for a science test tomorrow  it's nearly 11pm. lovely.,0,0,1,0
is GRADUATING TODAY!! ,1,1,1,1
@Jamiebower little to far away ,0,1,1,0
GRRRRRR sick once again! ,0,0,0,0
well i'm around here and there if anyone wants to or would like to tlk to me. ,0,0,0,1
"Just bought a new jacket, like emo mj haha. Across the road from the metro... I can see our poster ",1,1,1,0
"Something was wrong with the new motor, not gonna make the points meet tonight ",0,1,1,0
Gearing up for work tommorow  Still tryna find a way of merging my love for hiphop and writing with work...so work is longer WERK!,0,0,0,0
"I think I have flu  boo, flu, boo!",0,0,0,0
"@ddlovato goodnight DEMI, enjoy you trip, i love you to death, brazil wont forget you, we miss you ",0,0,0,0
"@MelBee85 Oh man, I'm jealous because I'd love to have Felix's autograph. I also love Naslund, Ohlund, and others.  Mom loves Bertuzzi. ",1,1,1,0
@EricMerrill Thanks. Commiseration really is comforting. ,1,1,1,1
TWITTER TWITTER TWITTER. I want a burger. Anybody wanna do a 12am burger run for me? ,1,0,0,0
"@hypebeast101 i was gonna go 2 walmart, but now that i talked 2 u Fuck Walmart ... i'll go 2morrow ",1,0,1,1
I hate to say this.  I'm kind of impressed with Windows 7 ,0,0,0,0
where has the sun gone ,0,0,0,0
had a fantastic night  I hope I get to see him again today!,1,1,1,1
"Wants all her sl friends to know that on this beautiful day , that she loves you all ",1,1,1,1
Crazy traaaaain is took difficult on hard  I must conquer this song on hard,0,0,1,0
just got back from a fun night at FERRIS visitin lexis with court n lee  breakfast w/ the girls &amp; catchin' up on some SLEEP!,1,1,1,0
done with homework... for now ,1,1,0,0
"@isanaka I get hell for wearing my shades all the time, but southern cali raised me, I foregt to take them off inside often tho ",0,1,1,0
its 3-4 hours away from myrtle beach. i miss you so much! i want to be with you. right now ,0,0,0,0
"Not minding the Seven PM finish, but really not feeling the 7:25PM bus  sucks to be honest.",0,0,0,0
"@DKMatai Let's hope and pray, we go a wiser way! : @DKMatai Let's hope and pray, we go a wiser way!  http://bit.ly/TzxqN",1,1,1,1
"@Popoputz That's just saddening.  Additionally, dropping your laptop is probably opposite of good.",0,1,1,0
"@fratigelato Thanks for the lovely DM (Twitter won't let me reply!). Yup, it's a lovely place- when it's not raining...!    Holy gelato!",0,1,1,1
@GentlemanGhost1 it looks lovely outside. However I'm stuck inside so I couldn't tell you. ,0,0,0,0
has a headache...it wont go away and i dont want to od on panadol....lol....seriously though it hurts ,0,0,0,0
I really don't want it to be very hot today.  Maybe slightly sunny with a nice breeze... that'd be fine by me.,0,1,0,0
Watermelon is only good for 3 days in the fridge once cut up..  Learned the hard way ,0,1,1,1
ray j is so fine ,1,1,1,1
Bucks Free Press hiring a 'very modern kind of' trainee reporter http://is.gd/M4WT #journojobs ,1,1,1,1
Just watched SVU and it was chilling! Definitely the best crime show on tv. Came home from dancing and finally ate! and had a shower ,1,1,1,0
@nextread Ag it's still giving me uphill (bandwidth issues versus provider dissapearence) but getting by.  You?,1,0,0,0
Watchin Camp Rock ,1,1,1,0
"Haye kids, haye. What's happenin'?  I like, never use this thing. ",0,0,0,0
"wait, we have a new one? #gokeyisabigot #gokeyisabitch #gokeyisadouche. jeez, wank is too hard to keep up wtih ",0,1,1,0
"@LadyChann ladyleshurr@hotmail.co.uk, its cus im using a donlge though  i cant even upload pics i jus tried kmt",0,0,0,0
i guess there was never any doubt... but it wasn't him   console me.,0,0,0,0
" ;) Butterfly Day (Jun 19, 2009) #Holiday",1,1,1,1
@sweetkyree thatz flyness its aprreciated  i'll keep u posted.,1,1,1,0
@fallenstar_   you're scrap booking with my photos aren't you lol,0,1,1,0
"@blondielv well...get that day off! hahaha. just kidding, but thank you! is Kristina alive? she died in my dream ",0,0,1,1
"Bright blue skies in northern England? I must be dreaming. Or maybe I had too much to drink last night. oh, hang on, I did. ",1,0,1,1
@peregrinewings i miss you already. ,0,0,0,0
Back to studying!!! ,0,0,1,0
"I'm up, getting ready for school. Grr, I get out around 3 tho ",0,0,0,0
@georgesampson I just finished all my GCSEs too! How do you think they went? My maths paper went really badly! ,0,0,0,0
Listen some music ,1,1,1,1
HELLOOOOOOOOO EVERYONE!! ,1,1,1,1
i've been put on ice ,0,0,0,0
My Music Blog: http://freshlyunique.blogspot.com/ . Has Been updated even more with the Say Anything Discography and More ,1,0,0,1
"@sarb3ar me too, but i can't really leave my room or my parents will wake up ",0,0,0,0
@Clare_McGuire mine was the original N95 ,1,1,1,0
is making a blog but needs a name ,0,1,1,0
@themarker wow! good to know... ,1,1,1,1
"@badcoverversion you are very welcome, the least I can do to help. ",1,1,1,1
@smutandeggs There are 195 movies in my Netflix queue right now. Ouch. ,0,0,1,0
is changing ,1,1,1,0
@MichelleDewbs amuse yourself by playing &quot;guess why the other people are here and twittering you guesses&quot; ,1,1,1,0
"Laughing really hard at new promos   Auburn show was incredibly fun, thanks meghan for hooking us up! plusss i lost my phone again? ",1,1,1,0
@aejonas well if you know everything then you should know it would be a bad idea to do that... hmm? ,1,1,0,0
"@bulentduag: design interesant, dar cred ca e cam exagerata faza cu &quot;first start page&quot;. m-a distrat mesajul &quot;fish where the fish are&quot; ",1,0,0,0
Damn! My car is f*cked up...    Gotta sleep! Gym time when the sun rises...,0,0,0,0
Went to a brilliant acoustic night and had a great time with my friends  We were all simulntaneously foot-tapping!,1,1,1,1
@lakisha024 lol. It was just a hashtag game. Didn't wanna leave you out seeing as I looove your tweets. Nothin major ,1,0,0,0
Feels a headache coming on. That means I'll have to turn down my music ,0,0,0,0
@dolphinholmeval I expect we could both rant away 4 hours on this subject. Let's say we agree &amp; leave it at that  Bleedin waste of money!,1,0,0,0
Kobe's @ disneyland right now?! damn .. I'm sad now ,0,0,0,0
3. The REAL New Moon Trailer = Awesomeness!!!!! I can't wait till it comes out. Too bad it's not till fall ,0,0,0,0
@eeennnaaa congrats!!!  where you gonna work?,1,1,1,1
I just spent $3 on a lifetime supply of animal crackers. Oh happy day! Olive Garden now ,1,1,1,0
"re: this morning's poll... it's irrelevent now, I can't remember my nice dream anymore ",0,0,0,0
a Monday without Blues ,1,0,1,0
"no money, now no car, no fun ",0,0,0,1
"@ellayuhui I just drank some espresso, but I'm still sleepy.  Can we swap metabolisms?",0,0,0,0
@dadgumLee I did  made my weekend..,1,1,1,1
"@Me_She I shall return it this Thursday. Sadly, I found no music :: sad face :: ",0,0,0,0
@bignatewoods  Well Leigh was @leighmathews but maybe she gave up.  Boo to that.  Welcome to the twitterverse!!  Have fun! ,1,0,0,1
@durx Awesome. Thanks! Feedback is always good ,1,1,1,1
@oheather78 awww now you're gonna make me blush! ,1,1,1,0
 I want a regular day,0,0,0,1
@jlee_ There's always gonna be someone out there looking for a ticket.  Have you tried posting about it on ETS?,1,0,0,0
"6am never looks good... But not gonna lie, Tikis with Christine and surprisingly a few rampers was a blast! ",1,1,1,0
@HannahMcNulty Good night ,1,1,1,1
Went to Michaels for art suppiles! ,1,1,1,1
i really wish this migrane would go away ,0,0,0,1
watching the Magic with @aamaris and hopefully celebrating their return to the NBA Finals in a few hours.    Vamos Magic!!!!!,1,1,1,1
Vacation over but not cold ,0,0,0,1
@bryan_robbins tell the new believer &quot;hi&quot; from a fellow believer.   welcome to the family.,1,1,1,1
@GeorgiaPeach777 hahahaha.yeah.he still didnt fully guess it.but thats good.we wnt it to be a suprise. ,1,0,0,0
@retorta That's no problem for me  But I just want the sharpest lens ! The rest of my kit will be primes anyway.,1,0,0,0
im joining twitter  lol,1,1,1,0
So they're calling for some nice rain on Thursday   I hope they're wrong and it changes so I don't have to stand outside in it.,0,0,0,0
tomorrow may not be the same....... ooooooooooh yeahh........ Each one teach one ,1,1,1,0
@tina0794 I knowww ,0,1,1,0
@vote_sameh it said that it couldnt find you ,0,0,0,0
.@ThinkHero Too late now.    I just wish I had been on the mailing list for the Coraline treasures.,0,0,0,0
"Day #3! Tasha goes home today  walk around Leaside, Duffs for lunch. Just saw/talked to my kindergarten teacher",0,1,1,0
"@tony_autin lol, I don't think you are the person I was talking about  Gimmie a call, my phone was off.",1,1,1,0
@Jason4641 yup it's raining here ,0,0,0,1
"@glassdahl: sure dear, after i finish this FO ep i'm watching.  i'll be sure to leave a comment too. ",1,1,1,0
"@amysav83 Drove the other car yesterday and my foot didn't do well when braking lol,think it'll be better tomorrow. Boy racer me, no ",1,0,0,0
"Went out on my deck, looked up and saw a shooting star.  Can't say what I wished for or it won't come true. Nothing bad, of course.",1,0,0,0
 Why he gotta look like that?,0,1,1,0
http://twitsnaps.com/twh@  There is something which I really like about Alaskan - It looks different  #Chicago #Airport #Alaskan,1,0,0,0
Aww maa boo not feelin 2 well ,0,0,0,0
"very true my friend, i'm not really feeling a mullet though, not this time anyway ;) next time ey? ",1,0,0,0
"; Waking up in Vegas, After Bali and Vanuatu. Then plastic surgery with Katherine and Jared. Then Barcelona with Jesse. ",1,0,0,0
@Adrian07 Have fun in Vegas!!! ,1,1,1,1
Im struggling to buy my textbook... ,0,1,1,0
Thank you sooo much! ,1,1,1,1
yayy people are following me  hahaha. THANKS JENNA AND TOSH!,1,1,1,1
"Bit of a setback, now on antibiotics ",0,1,1,0
@cutehuman398 I'm getting sick too   I need to change my sheets,0,0,0,0
I'm still excited for every new follower - the world seems to me growing endlessly ,1,1,1,1
@mattgarner no  he's very clean I wanted to be able to say yes he's very dirty ;),0,1,1,0
in ICT. Next to gay tayyibahhhhhhhh!   DREWWWWWWWW  JESSUUUUUUUUUUUUUUUUUUUUUUUUUUUUU ,1,0,0,0
@V_Simmons hey doll! are we getting another season of DG..ps. i freakin love your style ,1,1,1,1
@KimKardashian  shake it aha  xoxo lovely lexy,1,1,1,1
"@brynskov what's the definition of that. Its public service when it serves the greater good, but when is it 'civic'? Non-military? ",1,1,1,0
My life bout to change tomorrow y'all ,0,1,1,1
@Liz_66 You have heat??? we dont even have the sun right now ,0,0,0,0
"It was the boring things in life that I remembered the most.-Russel, UP--cute and funny movie ",1,1,1,0
I just burnt my tongue on pizza and now I have a massive roof-of-mouth blister ,0,0,0,0
No no you did'nt get me  I saw Leo do it yesterday re: http://ff.im/3ZZ6j,1,0,0,0
@DinoGoesRawr aww I want coffee!!!! dmn it ,0,0,0,0
@1Blessed4life me too girl...me too! ,1,1,1,1
@jessartisan Hey! You should be in the Lost thread on BGP. Pawz and I have been burning it up in there all day. ,1,0,1,1
battery low. need to switch the PC  #dwgmf,0,0,0,0
watching @taylorswift13 special ,1,1,1,1
"I'm afraid that when I put up my blog, I will get loads of abuse from racists ",0,0,0,0
At sundae school with nick allan and sarah for her birthday. Mmm  Even though i am not eating ice cream. ,1,1,1,1
@jonasbrothers http://twitpic.com/6q1om - Come to Austraia quicker ,0,1,1,1
@aycstacy I love it. I wanna blog. Ill buy my camera now ,1,1,1,1
"@charcoaldesigns no, we were on the streets, headed to my youngest bro's baseball game. Now she's in the shop ",0,1,1,0
Family movie night - Madagascar 2.. &quot;I like em chunky! I like em plumpy&quot;  Hilarious ,1,1,1,1
waaahh...i really really really want to see him....  ~crazy...LOL,0,0,0,0
Note 2 all twoloers: neva stay @ a candlelight suites shower is slow and the toilet sux and the bed is tiny! ,0,0,0,0
@PaperCakes Ahhh!! So scary!! I hope you're okay! ,1,1,1,1
"i love this girl @esmeeworld ,she rocks! ",1,1,1,1
It is so fucking boring tonight. I gonna play GuitarHero on my PS3 and watch some movies on the TV!  @elkmail please call me! :-D,0,0,0,1
I'm so excited now these next two weeks... ,1,1,1,1
@neveroutDONe be proactive in being happy ,1,1,1,1
"@PerezHilton No, Kristen is not annoying. I love how awkward she is. ",1,1,1,0
@MyIdolsAlways i know! is in the only thing that i belive! belive me girl! im soppourt u! ,1,1,1,0
@leahhhhmarieeee thanks ggiiirrlll! ,1,1,1,1
Hey Guys  Whats up??,1,1,1,1
@KellyOlexa Now that's a lack of imagination.. or worse - maybe they're sent by myspace to sabotage twitter? ,1,1,0,0
"@h4nn4hhh yes i am, i don't use just becuase &quot;Cyrus&quot; is a popular surname ",1,0,1,0
court got moved up to next wednesday.  just goin to screw todd over even more...YEAH!!! one day he'll learn not to F*@% me over.,1,1,0,0
shoppping with octavio for sonnys birthday ,1,1,1,1
just uploaded the long awaiteed may favorites  sorry the sound is messed up,1,0,0,0
Thriving Ivory and blogging....oh Saturday ,1,0,1,1
alone and sad ,0,0,0,0
Yay my mom is bringin some comida for me  my first meal since 2pm yesterday lol,1,1,1,0
@MissPrototype lmao I don't hate you mamas. Stop making that face! ,0,0,0,0
olive chews 3 more pair of shoes...very upset ,0,0,0,0
"@catarina5 i didn't take much pics, but i'll show ya the ones i have. ",1,1,1,0
@Rubyam sweet. Naomi knits...ask her how! she doesnt have a twitter though ,0,1,1,0
"@theladyisugly well, they aren't on Blip. ",1,1,1,0
She's shouting at her laptop now... ,0,1,1,0
@TheHulse @voni well i shall be there ,1,1,1,1
"i thought was goin to auckland 2day but actually goin tomorrow, ops lol...gots up earlie for nothing ",0,1,1,0
"My stomach hurts, don't know why ",0,0,0,0
@JonathanRKnight i wouldn't mind you being naked ,1,1,1,0
i hate spore's weather. ,0,0,0,0
all this... being aunt of two..made me think.. I'm getting older  oh well!? :/,0,0,1,0
"@emmasmom20  Give that baby kisses for us, mkay?",0,1,1,1
@xQuietStormx You told her not to come anymore? LMAO! She has no purpose! Poor you got no sleep. U and Bull ,0,0,0,0
@MussoMitchel argh i can't wait to see hatching pete  but i really don't know when it comes to portugal. anyway... hi mitchel! how r u?,0,0,0,0
Slept 1 hour  headache,0,0,0,0
@nickjonas I hope you guys had fun in Europe and I wish you all the best on your tour! ,1,0,0,1
i wish i had a new computer just so i could play the Sims 3 and it didn't run like crap. its so slow now that I hardly have time to play ,0,0,0,0
"@THE_REAL_SHAQ lol, dwight howard use to have all your CD and Movies you made growing up... now.. you made him upset  he hates kablam LoL",0,0,0,0
It's Monday. This means work. And that means I hafta leave the house. Which sucks cos it's gonna be 90* today! I dream of Alaska.  ,0,0,0,0
ugh i think my allergies are acting up! ,0,0,0,0
goin to a festival all day today to hang out with all my peeps  i luvv all of them we are gunna have the best time!!!!,1,1,1,1
"Finally done working crazy hours, off today, date tonight ",1,1,0,1
Getting ready to leave the beautiful beach ,0,0,1,1
Haha I gotta get higher than @sjinjin on my english provincials ,1,1,1,0
"@littlegrasshop I already have one, just forgot them at home... but we should talk about design work sometime soon. ",1,0,0,0
